"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_861685","chr12",54387500,54397500,10001,"*",118,46.8253968253968,"window_861685","25946",54369133,54391298,22166,"-",0,"overlapStart",0,"ZNF385A","zinc finger protein 385A"
"window_862605","chr12",56687500,56697500,10001,"*",118,46.8253968253968,"window_862605","10728",56663341,56688408,25068,"-",0,"overlapStart",0,"PTGES3","prostaglandin E synthase 3"
"window_865712","chr12",64455000,64465000,10001,"*",118,46.8253968253968,"window_865712","29110",64452092,64502114,50023,"+",0,"inside",2907,"TBK1","TANK binding kinase 1"
"window_865994","chr12",65160000,65170000,10001,"*",118,46.8253968253968,"window_865994","23592",65169583,65248355,78773,"+",0,"overlapStart",0,"LEMD3","LEM domain containing 3"
"window_870364","chr12",76085000,76095000,10001,"*",118,46.8253968253968,"window_870364","4673",76036585,76084958,48374,"-",41,"upstream",41,"NAP1L1","nucleosome assembly protein 1 like 1"
"window_881465","chr12",103837500,103847500,10001,"*",118,46.8253968253968,"window_881465","51559",103770453,103841234,70782,"-",0,"overlapStart",0,"NT5DC3","5'-nucleotidase domain containing 3"
"window_884475","chr12",111362500,111372500,10001,"*",118,46.8253968253968,"window_884475","144717",111360651,111369121,8471,"-",0,"overlapStart",0,"PHETA1","PH domain containing endocytic trafficking adaptor 1"
"window_884476","chr12",111365000,111375000,10001,"*",118,46.8253968253968,"window_884476","144717",111360651,111369121,8471,"-",0,"overlapStart",0,"PHETA1","PH domain containing endocytic trafficking adaptor 1"
"window_886437","chr12",116267500,116277500,10001,"*",118,46.8253968253968,"window_886437","23389",115953872,116277719,323848,"-",0,"inside",218,"MED13L","mediator complex subunit 13L"
"window_888106","chr12",120440000,120450000,10001,"*",118,46.8253968253968,"window_888106","1337",120438090,120440730,2641,"+",0,"overlapEnd",1909,"COX6A1","cytochrome c oxidase subunit 6A1"
"window_888106.1","chr12",120440000,120450000,10001,"*",118,46.8253968253968,"window_888106","283459",120438198,120463749,25552,"+",0,"inside",1801,"GATC","glutamyl-tRNA amidotransferase subunit C"
"window_888106.2","chr12",120440000,120450000,10001,"*",118,46.8253968253968,"window_888106","51499",120443964,120446384,2421,"-",0,"includeFeature",0,"TRIAP1","TP53 regulated inhibitor of apoptosis 1"
"window_888162","chr12",120580000,120590000,10001,"*",118,46.8253968253968,"window_888162","51367",120578764,120581402,2639,"-",0,"overlapStart",0,"POP5","POP5 homolog, ribonuclease P/MRP subunit"
"window_888579","chr12",121622500,121632500,10001,"*",118,46.8253968253968,"window_888579","84876",121626550,121642677,16128,"+",0,"overlapStart",0,"ORAI1","ORAI calcium release-activated calcium modulator 1"
"window_889238","chr12",123270000,123280000,10001,"*",118,46.8253968253968,"window_889238","8099",123250112,123272334,22223,"-",0,"overlapStart",0,"CDK2AP1","cyclin dependent kinase 2 associated protein 1"
"window_889753","chr12",124557500,124567500,10001,"*",118,46.8253968253968,"window_889753","9612",124324415,124567589,243175,"-",0,"inside",88,"NCOR2","nuclear receptor corepressor 2"
"window_905484","chr13",30607500,30617500,10001,"*",118,46.8253968253968,"window_905484","3146",30456704,30617597,160894,"-",0,"inside",96,"HMGB1","high mobility group box 1"
"window_905484.1","chr13",30607500,30617500,10001,"*",118,46.8253968253968,"window_905484","10208",30617693,30660770,43078,"+",192,"upstream",192,"USPL1","ubiquitin specific peptidase like 1"
"window_908036","chr13",36987500,36997500,10001,"*",118,46.8253968253968,"window_908036","11340",36998816,37009614,10799,"+",1315,"upstream",1315,"EXOSC8","exosome component 8"
"window_908036.1","chr13",36987500,36997500,10001,"*",118,46.8253968253968,"window_908036","29880",36949738,37000261,50524,"-",0,"inside",2760,"ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase"
"window_910790","chr13",43872500,43882500,10001,"*",118,46.8253968253968,"window_910790","144811",43879284,44028526,149243,"+",0,"overlapStart",0,"LACC1","laccase domain containing 1"
"window_910790.1","chr13",43872500,43882500,10001,"*",118,46.8253968253968,"window_910790","160857",43823909,43879740,55832,"-",0,"overlapStart",0,"CCDC122","coiled-coil domain containing 122"
"window_932920","chr13",99197500,99207500,10001,"*",118,46.8253968253968,"window_932920","100289373",99181223,99200757,19535,"-",0,"overlapStart",0,"UBAC2-AS1","UBAC2 antisense RNA 1"
"window_932920.1","chr13",99197500,99207500,10001,"*",118,46.8253968253968,"window_932920","337867",99200774,99386504,185731,"+",0,"overlapStart",0,"UBAC2","UBA domain containing 2"
"window_932921","chr13",99200000,99210000,10001,"*",118,46.8253968253968,"window_932921","100289373",99181223,99200757,19535,"-",0,"overlapStart",0,"UBAC2-AS1","UBAC2 antisense RNA 1"
"window_932921.1","chr13",99200000,99210000,10001,"*",118,46.8253968253968,"window_932921","337867",99200774,99386504,185731,"+",0,"overlapStart",0,"UBAC2","UBA domain containing 2"
"window_936528","chr13",108217500,108227500,10001,"*",118,46.8253968253968,"window_936528","3981",108207439,108218368,10930,"-",0,"overlapStart",0,"LIG4","DNA ligase 4"
"window_936528.1","chr13",108217500,108227500,10001,"*",118,46.8253968253968,"window_936528","84945",108218392,108234243,15852,"+",0,"overlapStart",0,"ABHD13","abhydrolase domain containing 13"
"window_959254","chr14",50667500,50677500,10001,"*",118,46.8253968253968,"window_959254","60485",50632058,50668306,36249,"-",0,"overlapStart",0,"SAV1","salvador family WW domain containing protein 1"
"window_960069","chr14",52705000,52715000,10001,"*",118,46.8253968253968,"window_960069","5706",52707178,52728590,21413,"+",0,"overlapStart",0,"PSMC6","proteasome 26S subunit, ATPase 6"
"window_962282","chr14",58237500,58247500,10001,"*",118,46.8253968253968,"window_962282","5684",58244843,58272012,27170,"+",0,"overlapStart",0,"PSMA3","proteasome 20S subunit alpha 3"
"window_963377","chr14",60975000,60985000,10001,"*",118,46.8253968253968,"window_963377","145389",60981114,61083733,102620,"+",0,"overlapStart",0,"SLC38A6","solute carrier family 38 member 6"
"window_963377.1","chr14",60975000,60985000,10001,"*",118,46.8253968253968,"window_963377","57570",60971441,60981170,9730,"-",0,"overlapStart",0,"TRMT5","tRNA methyltransferase 5"
"window_968784","chr14",74492500,74502500,10001,"*",118,46.8253968253968,"window_968784","122961",74493756,74497106,3351,"+",0,"includeFeature",0,"ISCA2","iron-sulfur cluster assembly 2"
"window_968784.1","chr14",74492500,74502500,10001,"*",118,46.8253968253968,"window_968784","10577",74476192,74494177,17986,"-",0,"overlapStart",0,"NPC2","NPC intracellular cholesterol transporter 2"
"window_979770","chr14",101957500,101967500,10001,"*",118,46.8253968253968,"window_979770","1778",101964573,102056443,91871,"+",0,"overlapStart",0,"DYNC1H1","dynein cytoplasmic 1 heavy chain 1"
"window_991980","chr15",25437500,25447500,10001,"*",118,46.8253968253968,"window_991980","7337",25333728,25439051,105324,"-",0,"overlapStart",0,"UBE3A","ubiquitin protein ligase E3A"
"window_995418","chr15",34032500,34042500,10001,"*",118,46.8253968253968,"window_995418","57099",33866227,34039204,172978,"-",0,"overlapStart",0,"AVEN","apoptosis and caspase activation inhibitor"
"window_995419","chr15",34035000,34045000,10001,"*",118,46.8253968253968,"window_995419","57099",33866227,34039204,172978,"-",0,"overlapStart",0,"AVEN","apoptosis and caspase activation inhibitor"
"window_995420","chr15",34037500,34047500,10001,"*",118,46.8253968253968,"window_995420","57099",33866227,34039204,172978,"-",0,"overlapStart",0,"AVEN","apoptosis and caspase activation inhibitor"
"window_1009588","chr15",69457500,69467500,10001,"*",118,46.8253968253968,"window_1009588","145837",69462921,69695748,232828,"+",0,"overlapStart",0,"DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration"
"window_1014707","chr15",82255000,82265000,10001,"*",118,46.8253968253968,"window_1014707","79631",82130233,82262734,132502,"-",0,"overlapStart",0,"EFL1","elongation factor like GTPase 1"
"window_1014707.1","chr15",82255000,82265000,10001,"*",118,46.8253968253968,"window_1014707","283726",82262810,82284930,22121,"+",0,"overlapStart",0,"SAXO2","stabilizer of axonemal microtubules 2"
"window_1014708","chr15",82257500,82267500,10001,"*",118,46.8253968253968,"window_1014708","79631",82130233,82262734,132502,"-",0,"overlapStart",0,"EFL1","elongation factor like GTPase 1"
"window_1014708.1","chr15",82257500,82267500,10001,"*",118,46.8253968253968,"window_1014708","283726",82262810,82284930,22121,"+",0,"overlapStart",0,"SAXO2","stabilizer of axonemal microtubules 2"
"window_1017743","chr15",89845000,89855000,10001,"*",118,46.8253968253968,"window_1017743","100847059",89850637,89850721,85,"-",0,"includeFeature",0,"MIR5094","microRNA 5094"
"window_1018015","chr15",90525000,90535000,10001,"*",118,46.8253968253968,"window_1018015","64784",90529923,90645345,115423,"+",0,"overlapStart",0,"CRTC3","CREB regulated transcription coactivator 3"
"window_1018017","chr15",90530000,90540000,10001,"*",118,46.8253968253968,"window_1018017","64784",90529923,90645345,115423,"+",0,"inside",76,"CRTC3","CREB regulated transcription coactivator 3"
"window_1023200","chr16",1495000,1505000,10001,"*",118,46.8253968253968,"window_1023200","9894",1493344,1510457,17114,"+",0,"inside",1655,"TELO2","telomere maintenance 2"
"window_1024519","chr16",4792500,4802500,10001,"*",118,46.8253968253968,"window_1024519","79641",4777939,4802950,25012,"-",0,"inside",449,"ROGDI","rogdi atypical leucine zipper"
"window_1031206","chr16",21510000,21520000,10001,"*",118,46.8253968253968,"window_1031206","387254",21519830,21520365,536,"-",0,"overlapEnd",364,"SLC7A5P2","solute carrier family 7 member 5 pseudogene 2"
"window_1034196","chr16",28985000,28995000,10001,"*",118,46.8253968253968,"window_1034196","27040",28984826,28990783,5958,"+",0,"overlapEnd",173,"LAT","linker for activation of T cells"
"window_1034560","chr16",29895000,29905000,10001,"*",118,46.8253968253968,"window_1034560","26470",29871159,29899547,28389,"-",0,"overlapStart",0,"SEZ6L2","seizure related 6 homolog like 2"
"window_1034560.1","chr16",29895000,29905000,10001,"*",118,46.8253968253968,"window_1034560","253982",29900375,29919864,19490,"+",0,"overlapStart",0,"ASPHD1","aspartate beta-hydroxylase domain containing 1"
"window_1034592","chr16",29975000,29985000,10001,"*",118,46.8253968253968,"window_1034592","9344",29973868,29992261,18394,"+",0,"inside",1131,"TAOK2","TAO kinase 2"
"window_1034767","chr16",30412500,30422500,10001,"*",118,46.8253968253968,"window_1034767","109616959",30419625,30419759,135,"-",0,"includeFeature",0,"SNORA80C","small nucleolar RNA, H/ACA box 80C"
"window_1041275","chr16",46682500,46692500,10001,"*",118,46.8253968253968,"window_1041275","55737",46656132,46689518,33387,"-",0,"overlapStart",0,"VPS35","VPS35 retromer complex component"
"window_1041275.1","chr16",46682500,46692500,10001,"*",118,46.8253968253968,"window_1041275","23594",46689643,46698394,8752,"+",0,"overlapStart",0,"ORC6","origin recognition complex subunit 6"
"window_1045293","chr16",56727500,56737500,10001,"*",118,46.8253968253968,"window_1045293","9688",56730118,56850286,120169,"+",0,"overlapStart",0,"NUP93","nucleoporin 93"
"window_1045583","chr16",57452500,57462500,10001,"*",118,46.8253968253968,"window_1045583","5432",57462660,57472009,9350,"+",159,"upstream",159,"POLR2C","RNA polymerase II subunit C"
"window_1045696","chr16",57735000,57745000,10001,"*",118,46.8253968253968,"window_1045696","10300",57735739,57757244,21506,"+",0,"overlapStart",0,"KATNB1","katanin regulatory subunit B1"
"window_1049898","chr16",68240000,68250000,10001,"*",118,46.8253968253968,"window_1049898","80004",68229033,68238102,9070,"-",1897,"upstream",1897,"ESRP2","epithelial splicing regulatory protein 2"
"window_1049898.1","chr16",68240000,68250000,10001,"*",118,46.8253968253968,"window_1049898","23659",68245304,68261058,15755,"+",0,"overlapStart",0,"PLA2G15","phospholipase A2 group XV"
"window_1050737","chr16",70337500,70347500,10001,"*",118,46.8253968253968,"window_1050737","100506083",70315442,70346806,31365,"-",0,"overlapStart",0,"LOC100506083","uncharacterized LOC100506083"
"window_1050832","chr16",70575000,70585000,10001,"*",118,46.8253968253968,"window_1050832","146433",70579895,70660682,80788,"+",0,"overlapStart",0,"IL34","interleukin 34"
"window_1058430","chr16",89570000,89580000,10001,"*",118,46.8253968253968,"window_1058430","27132",89575758,89597246,21489,"+",0,"overlapStart",0,"CPNE7","copine 7"
"window_1059358","chr17",1550000,1560000,10001,"*",118,46.8253968253968,"window_1059358","5306",1517718,1562792,45075,"-",0,"inside",2791,"PITPNA","phosphatidylinositol transfer protein alpha"
"window_1060177","chr17",3597500,3607500,10001,"*",118,46.8253968253968,"window_1060177","7442",3565444,3609411,43968,"-",0,"inside",1910,"TRPV1","transient receptor potential cation channel subfamily V member 1"
"window_1060178","chr17",3600000,3610000,10001,"*",118,46.8253968253968,"window_1060178","7442",3565444,3609411,43968,"-",0,"overlapStart",0,"TRPV1","transient receptor potential cation channel subfamily V member 1"
"window_1060191","chr17",3632500,3642500,10001,"*",118,46.8253968253968,"window_1060191","23729",3585149,3636250,51102,"-",0,"overlapStart",0,"SHPK","sedoheptulokinase"
"window_1060191.1","chr17",3632500,3642500,10001,"*",118,46.8253968253968,"window_1060191","1497",3636468,3661542,25075,"+",0,"overlapStart",0,"CTNS","cystinosin, lysosomal cystine transporter"
"window_1060618","chr17",4700000,4710000,10001,"*",118,46.8253968253968,"window_1060618","101559451",4704230,4705529,1300,"+",0,"includeFeature",0,"LOC101559451","uncharacterized LOC101559451"
"window_1060618.1","chr17",4700000,4710000,10001,"*",118,46.8253968253968,"window_1060618","27043",4669774,4704337,34564,"-",0,"overlapStart",0,"PELP1","proline, glutamate and leucine rich protein 1"
"window_1060618.2","chr17",4700000,4710000,10001,"*",118,46.8253968253968,"window_1060618","409",4710596,4721499,10904,"+",595,"upstream",595,"ARRB2","arrestin beta 2"
"window_1061897","chr17",7897500,7907500,10001,"*",118,46.8253968253968,"window_1061897","677763",7906122,7906260,139,"+",0,"includeFeature",0,"SCARNA21","small Cajal body-specific RNA 21"
"window_1066728","chr17",19975000,19985000,10001,"*",118,46.8253968253968,"window_1066728","11216",19904302,19978343,74042,"-",0,"overlapStart",0,"AKAP10","A-kinase anchoring protein 10"
"window_1067221","chr17",21207500,21217500,10001,"*",118,46.8253968253968,"window_1067221","8834",21197280,21214624,17345,"-",0,"overlapStart",0,"TMEM11","transmembrane protein 11"
"window_1067249","chr17",21277500,21287500,10001,"*",118,46.8253968253968,"window_1067249","5606",21284672,21315232,30561,"+",0,"overlapStart",0,"MAP2K3","mitogen-activated protein kinase kinase 3"
"window_1071358","chr17",31550000,31560000,10001,"*",118,46.8253968253968,"window_1071358","406968",31559996,31560083,88,"+",0,"overlapStart",0,"MIR193A","microRNA 193a"
"window_1071363","chr17",31562500,31572500,10001,"*",118,46.8253968253968,"window_1071363","100616449",31575269,31575358,90,"+",2768,"upstream",2768,"MIR4725","microRNA 4725"
"window_1071363.1","chr17",31562500,31572500,10001,"*",118,46.8253968253968,"window_1071363","100126356",31575411,31575521,111,"+",2910,"upstream",2910,"MIR365B","microRNA 365b"
"window_1074707","chr17",39922500,39932500,10001,"*",118,46.8253968253968,"window_1074707","55876",39904595,39919854,15260,"-",2645,"upstream",2645,"GSDMB","gasdermin B"
"window_1074707.1","chr17",39922500,39932500,10001,"*",118,46.8253968253968,"window_1074707","94103",39921041,39927601,6561,"-",0,"overlapStart",0,"ORMDL3","ORMDL sphingolipid biosynthesis regulator 3"
"window_1074779","chr17",40102500,40112500,10001,"*",118,46.8253968253968,"window_1074779","9572",40092793,40100589,7797,"-",1910,"upstream",1910,"NR1D1","nuclear receptor subfamily 1 group D member 1"
"window_1075819","chr17",42702500,42712500,10001,"*",118,46.8253968253968,"window_1075819","102466195",42708084,42708151,68,"-",0,"includeFeature",0,"MIR6780A","microRNA 6780a"
"window_1076096","chr17",43395000,43405000,10001,"*",118,46.8253968253968,"window_1076096","379",43398993,43401137,2145,"+",0,"includeFeature",0,"ARL4D","ADP ribosylation factor like GTPase 4D"
"window_1076787","chr17",45122500,45132500,10001,"*",118,46.8253968253968,"window_1076787","79777",45132600,45144181,11582,"+",99,"upstream",99,"ACBD4","acyl-CoA binding domain containing 4"
"window_1076787.1","chr17",45122500,45132500,10001,"*",118,46.8253968253968,"window_1076787","113026",45108959,45133354,24396,"-",0,"inside",853,"PLCD3","phospholipase C delta 3"
"window_1077613","chr17",47187500,47197500,10001,"*",118,46.8253968253968,"window_1077613","996",47117703,47189422,71720,"-",0,"overlapStart",0,"CDC27","cell division cycle 27"
"window_1077613.1","chr17",47187500,47197500,10001,"*",118,46.8253968253968,"window_1077613","4635",47200446,47223679,23234,"+",2945,"upstream",2945,"MYL4","myosin light chain 4"
"window_1077919","chr17",47952500,47962500,10001,"*",118,46.8253968253968,"window_1077919","79170",47951967,47957883,5917,"-",0,"overlapStart",0,"PRR15L","proline rich 15 like"
"window_1078170","chr17",48580000,48590000,10001,"*",118,46.8253968253968,"window_1078170","3214",48575507,48578350,2844,"-",1649,"upstream",1649,"HOXB4","homeobox B4"
"window_1078170.1","chr17",48580000,48590000,10001,"*",118,46.8253968253968,"window_1078170","406902",48579630,48582259,2630,"-",0,"overlapStart",0,"MIR10A","microRNA 10a"
"window_1078170.2","chr17",48580000,48590000,10001,"*",118,46.8253968253968,"window_1078170","3213",48548870,48590272,41403,"-",0,"inside",271,"HOXB3","homeobox B3"
"window_1078188","chr17",48625000,48635000,10001,"*",118,46.8253968253968,"window_1078188","3219",48621156,48626358,5203,"-",0,"overlapStart",0,"HOXB9","homeobox B9"
"window_1078188.1","chr17",48625000,48635000,10001,"*",118,46.8253968253968,"window_1078188","3217",48607232,48633572,26341,"-",0,"overlapStart",0,"HOXB7","homeobox B7"
"window_1078188.2","chr17",48625000,48635000,10001,"*",118,46.8253968253968,"window_1078188","406972",48632490,48632559,70,"-",0,"includeFeature",0,"MIR196A1","microRNA 196a-1"
"window_1078771","chr17",50082500,50092500,10001,"*",118,46.8253968253968,"window_1078771","5164",50094737,50112152,17416,"+",2236,"upstream",2236,"PDK2","pyruvate dehydrogenase kinase 2"
"window_1078893","chr17",50387500,50397500,10001,"*",118,46.8253968253968,"window_1078893","55379",50375059,50397523,22465,"-",0,"inside",22,"LRRC59","leucine rich repeat containing 59"
"window_1081471","chr17",56832500,56842500,10001,"*",118,46.8253968253968,"window_1081471","8526",56834107,56869567,35461,"+",0,"overlapStart",0,"DGKE","diacylglycerol kinase epsilon"
"window_1081471.1","chr17",56832500,56842500,10001,"*",118,46.8253968253968,"window_1081471","339210",56791913,56838773,46861,"-",0,"overlapStart",0,"C17orf67","chromosome 17 open reading frame 67"
"window_1085259","chr17",66302500,66312500,10001,"*",118,46.8253968253968,"window_1085259","5578",66302613,66810743,508131,"+",0,"overlapStart",0,"PRKCA","protein kinase C alpha"
"window_1089174","chr17",76090000,76100000,10001,"*",118,46.8253968253968,"window_1089174","102466753",76098019,76098076,58,"-",0,"includeFeature",0,"MIR6868","microRNA 6868"
"window_1089316","chr17",76445000,76455000,10001,"*",118,46.8253968253968,"window_1089316","63893",76389456,76453152,63697,"-",0,"overlapStart",0,"UBE2O","ubiquitin conjugating enzyme E2 O"
"window_1089316.1","chr17",76445000,76455000,10001,"*",118,46.8253968253968,"window_1089316","15",76453351,76470117,16767,"+",0,"overlapStart",0,"AANAT","aralkylamine N-acetyltransferase"
"window_1091132","chr17",80985000,80995000,10001,"*",118,46.8253968253968,"window_1091132","79643",80991598,81009517,17920,"+",0,"overlapStart",0,"CHMP6","charged multivesicular body protein 6"
"window_1101693","chr18",24130000,24140000,10001,"*",118,46.8253968253968,"window_1101693","26256",24138956,24161603,22648,"+",0,"overlapStart",0,"CABYR","calcium binding tyrosine phosphorylation regulated"
"window_1131216","chr20",17562500,17572500,10001,"*",118,46.8253968253968,"window_1131216","631",17493905,17569220,75316,"-",0,"overlapStart",0,"BFSP1","beaded filament structural protein 1"
"window_1131216.1","chr20",17562500,17572500,10001,"*",118,46.8253968253968,"window_1131216","11034",17570075,17609919,39845,"+",0,"overlapStart",0,"DSTN","destrin, actin depolymerizing factor"
"window_1138805","chr20",36535000,36545000,10001,"*",118,46.8253968253968,"window_1138805","10398",36541497,36551447,9951,"+",0,"overlapStart",0,"MYL9","myosin light chain 9"
"window_1139564","chr20",38432500,38442500,10001,"*",118,46.8253968253968,"window_1139564","677839",38429670,38429803,134,"-",2696,"upstream",2696,"SNORA71C","small nucleolar RNA, H/ACA box 71C"
"window_1139564.1","chr20",38432500,38442500,10001,"*",118,46.8253968253968,"window_1139564","388796",38419638,38435409,15772,"-",0,"overlapStart",0,"SNHG17","small nucleolar RNA host gene 17"
"window_1139564.2","chr20",38432500,38442500,10001,"*",118,46.8253968253968,"window_1139564","677840",38433865,38433998,134,"-",0,"includeFeature",0,"SNORA71D","small nucleolar RNA, H/ACA box 71D"
"window_1140645","chr20",41135000,41145000,10001,"*",118,46.8253968253968,"window_1140645","5335",41136960,41182989,46030,"+",0,"overlapStart",0,"PLCG1","phospholipase C gamma 1"
"window_1140645.1","chr20",41135000,41145000,10001,"*",118,46.8253968253968,"window_1140645","101927117",41098019,41138003,39985,"-",0,"overlapStart",0,"PLCG1-AS1","PLCG1 antisense RNA 1"
"window_1144073","chr20",49705000,49715000,10001,"*",118,46.8253968253968,"window_1144073","9334",49632945,49713878,80934,"-",0,"overlapStart",0,"B4GALT5","beta-1,4-galactosyltransferase 5"
"window_1144237","chr20",50115000,50125000,10001,"*",118,46.8253968253968,"window_1144237","7335",50081124,50115959,34836,"-",0,"overlapStart",0,"UBE2V1","ubiquitin conjugating enzyme E2 V1"
"window_1147779","chr20",58970000,58980000,10001,"*",118,46.8253968253968,"window_1147779","51497",58981208,58995133,13926,"+",1207,"upstream",1207,"NELFCD","negative elongation factor complex member C/D"
"window_1149075","chr20",62210000,62220000,10001,"*",118,46.8253968253968,"window_1149075","11255",62214960,62220278,5319,"-",0,"overlapEnd",277,"HRH3","histamine receptor H3"
"window_1150183","chr19",535000,545000,10001,"*",118,46.8253968253968,"window_1150183","3004",544034,549924,5891,"+",0,"overlapStart",0,"GZMM","granzyme M"
"window_1150195","chr19",565000,575000,10001,"*",118,46.8253968253968,"window_1150195","682",571277,583493,12217,"+",0,"overlapStart",0,"BSG","basigin (Ok blood group)"
"window_1150243","chr19",685000,695000,10001,"*",118,46.8253968253968,"window_1150243","400668",685546,695498,9953,"-",0,"overlapEnd",497,"PRSS57","serine protease 57"
"window_1150519","chr19",1375000,1385000,10001,"*",118,46.8253968253968,"window_1150519","374291",1383527,1395589,12063,"+",0,"overlapStart",0,"NDUFS7","NADH:ubiquinone oxidoreductase core subunit S7"
"window_1150744","chr19",1937500,1947500,10001,"*",118,46.8253968253968,"window_1150744","1455",1941172,1981338,40167,"+",0,"overlapStart",0,"CSNK1G2","casein kinase 1 gamma 2"
"window_1150881","chr19",2280000,2290000,10001,"*",118,46.8253968253968,"window_1150881","374872",2274631,2282175,7545,"-",0,"overlapStart",0,"PEAK3","PEAK family member 3"
"window_1151476","chr19",3767500,3777500,10001,"*",118,46.8253968253968,"window_1151476","84839",3769089,3772221,3133,"-",0,"includeFeature",0,"RAX2","retina and anterior neural fold homeobox 2"
"window_1153039","chr19",7675000,7685000,10001,"*",118,46.8253968253968,"window_1153039","199675",7676628,7679826,3199,"+",0,"includeFeature",0,"MCEMP1","mast cell expressed membrane protein 1"
"window_1153039.1","chr19",7675000,7685000,10001,"*",118,46.8253968253968,"window_1153039","126003",7678501,7687703,9203,"+",0,"overlapStart",0,"TRAPPC5","trafficking protein particle complex 5"
"window_1153366","chr19",8492500,8502500,10001,"*",118,46.8253968253968,"window_1153366","84106",8490056,8502640,12585,"-",0,"inside",139,"PRAM1","PML-RARA regulated adaptor molecule 1"
"window_1153397","chr19",8570000,8580000,10001,"*",118,46.8253968253968,"window_1153397","4542",8520778,8577577,56800,"-",0,"overlapStart",0,"MYO1F","myosin IF"
"window_1154252","chr19",10707500,10717500,10001,"*",118,46.8253968253968,"window_1154252","1785",10718079,10833488,115410,"+",578,"upstream",578,"DNM2","dynamin 2"
"window_1154252.1","chr19",10707500,10717500,10001,"*",118,46.8253968253968,"window_1154252","693223",10718404,10718503,100,"+",903,"upstream",903,"MIR638","microRNA 638"
"window_1154277","chr19",10770000,10780000,10001,"*",118,46.8253968253968,"window_1154277","100616425",10780254,10780335,82,"+",253,"upstream",253,"MIR4748","microRNA 4748"
"window_1154461","chr19",11230000,11240000,10001,"*",118,46.8253968253968,"window_1154461","55908",11237450,11241943,4494,"+",0,"overlapStart",0,"ANGPTL8","angiopoietin like 8"
"window_1155624","chr19",14137500,14147500,10001,"*",118,46.8253968253968,"window_1155624","55723",14119512,14136613,17102,"-",886,"upstream",886,"ASF1B","anti-silencing function 1B histone chaperone"
"window_1155624.1","chr19",14137500,14147500,10001,"*",118,46.8253968253968,"window_1155624","100507373",14137146,14171267,34122,"+",0,"inside",353,"LOC100507373","uncharacterized LOC100507373"
"window_1155737","chr19",14420000,14430000,10001,"*",118,46.8253968253968,"window_1155737","10212",14408798,14419383,10586,"-",616,"upstream",616,"DDX39A","DExD-box helicase 39A"
"window_1155797","chr19",14570000,14580000,10001,"*",118,46.8253968253968,"window_1155797","4713",14566078,14572066,5989,"-",0,"overlapStart",0,"NDUFB7","NADH:ubiquinone oxidoreductase subunit B7"
"window_1156059","chr19",15225000,15235000,10001,"*",118,46.8253968253968,"window_1156059","79852",15226919,15233435,6517,"-",0,"includeFeature",0,"EPHX3","epoxide hydrolase 3"
"window_1157738","chr19",19422500,19432500,10001,"*",118,46.8253968253968,"window_1157738","693225",19435063,19435158,96,"+",2562,"upstream",2562,"MIR640","microRNA 640"
"window_1164370","chr19",36002500,36012500,10001,"*",118,46.8253968253968,"window_1164370","163183",36003307,36008813,5507,"-",0,"includeFeature",0,"SYNE4","spectrin repeat containing nuclear envelope family member 4"
"window_1164370.1","chr19",36002500,36012500,10001,"*",118,46.8253968253968,"window_1164370","84964",36008638,36014239,5602,"-",0,"overlapEnd",1738,"ALKBH6","alkB homolog 6"
"window_1164370.2","chr19",36002500,36012500,10001,"*",118,46.8253968253968,"window_1164370","101927572",36014508,36045972,31465,"+",2007,"upstream",2007,"LOC101927572","uncharacterized LOC101927572"
"window_1165302","chr19",38332500,38342500,10001,"*",118,46.8253968253968,"window_1165302","57828",38335775,38370943,35169,"+",0,"overlapStart",0,"CATSPERG","cation channel sperm associated auxiliary subunit gamma"
"window_1165330","chr19",38402500,38412500,10001,"*",118,46.8253968253968,"window_1165330","147965",38403135,38409088,5954,"+",0,"includeFeature",0,"FAM98C","family with sequence similarity 98 member C"
"window_1166126","chr19",40392500,40402500,10001,"*",118,46.8253968253968,"window_1166126","147746",40379271,40390181,10911,"-",2318,"upstream",2318,"HIPK4","homeodomain interacting protein kinase 4"
"window_1166888","chr19",42297500,42307500,10001,"*",118,46.8253968253968,"window_1166888","284338",42302098,42310821,8724,"+",0,"overlapStart",0,"PRR19","proline rich 19"
"window_1166888.1","chr19",42297500,42307500,10001,"*",118,46.8253968253968,"window_1166888","5050",42297033,42303546,6514,"-",0,"overlapStart",0,"PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3"
"window_1168113","chr19",45360000,45370000,10001,"*",118,46.8253968253968,"window_1168113","2068",45349837,45370918,21082,"-",0,"inside",917,"ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit"
"window_1168167","chr19",45495000,45505000,10001,"*",118,46.8253968253968,"window_1168167","6253",45485294,45497055,11762,"-",0,"overlapStart",0,"RTN2","reticulon 2"
"window_1168167.1","chr19",45495000,45505000,10001,"*",118,46.8253968253968,"window_1168167","7408",45506579,45526983,20405,"+",1578,"upstream",1578,"VASP","vasodilator stimulated phosphoprotein"
