"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_213580","chr3",42795000,42805000,10001,"*",160,63.4920634920635,"window_213580","152206",42705756,42804493,98738,"-",0,"overlapStart",0,"CCDC13","coiled-coil domain containing 13"
"window_213580.1","chr3",42795000,42805000,10001,"*",160,63.4920634920635,"window_213580","1238",42804752,42908105,103354,"+",0,"overlapStart",0,"ACKR2","atypical chemokine receptor 2"
"window_213581","chr3",42797500,42807500,10001,"*",160,63.4920634920635,"window_213581","152206",42705756,42804493,98738,"-",0,"overlapStart",0,"CCDC13","coiled-coil domain containing 13"
"window_213581.1","chr3",42797500,42807500,10001,"*",160,63.4920634920635,"window_213581","1238",42804752,42908105,103354,"+",0,"overlapStart",0,"ACKR2","atypical chemokine receptor 2"
"window_213581.2","chr3",42797500,42807500,10001,"*",160,63.4920634920635,"window_213581","100506243",42809446,43055871,246426,"+",1945,"upstream",1945,"KRBOX1","KRAB box domain containing 1"
"window_213582","chr3",42800000,42810000,10001,"*",160,63.4920634920635,"window_213582","152206",42705756,42804493,98738,"-",0,"overlapStart",0,"CCDC13","coiled-coil domain containing 13"
"window_213582.1","chr3",42800000,42810000,10001,"*",160,63.4920634920635,"window_213582","1238",42804752,42908105,103354,"+",0,"overlapStart",0,"ACKR2","atypical chemokine receptor 2"
"window_213582.2","chr3",42800000,42810000,10001,"*",160,63.4920634920635,"window_213582","100506243",42809446,43055871,246426,"+",0,"overlapStart",0,"KRBOX1","KRAB box domain containing 1"
"window_215779","chr3",48292500,48302500,10001,"*",160,63.4920634920635,"window_215779","101060195",48290793,48291375,583,"-",1124,"upstream",1124,"FCF1P2","FCF1 pseudogene 2"
"window_215779.1","chr3",48292500,48302500,10001,"*",160,63.4920634920635,"window_215779","10201",48290722,48301685,10964,"-",0,"overlapStart",0,"NME6","NME/NM23 nucleoside diphosphate kinase 6"
"window_216171","chr3",49272500,49282500,10001,"*",160,63.4920634920635,"window_216171","100422952",49274120,49274186,67,"+",0,"includeFeature",0,"MIR4271","microRNA 4271"
"window_216171.1","chr3",49272500,49282500,10001,"*",160,63.4920634920635,"window_216171","375341",49268596,49277232,8637,"-",0,"overlapStart",0,"C3orf62","chromosome 3 open reading frame 62"
"window_216568","chr3",50265000,50275000,10001,"*",160,63.4920634920635,"window_216568","7869",50267558,50277546,9989,"+",0,"overlapStart",0,"SEMA3B","semaphorin 3B"
"window_216568.1","chr3",50265000,50275000,10001,"*",160,63.4920634920635,"window_216568","101928931",50266641,50267371,731,"-",0,"includeFeature",0,"SEMA3B-AS1","SEMA3B antisense RNA 1 (head to head)"
"window_216568.2","chr3",50265000,50275000,10001,"*",160,63.4920634920635,"window_216568","102465526",50273236,50273297,62,"+",0,"includeFeature",0,"MIR6872","microRNA 6872"
"window_236742","chr3",100700000,100710000,10001,"*",160,63.4920634920635,"window_236742","10342",100709331,100748964,39634,"+",0,"overlapStart",0,"TFG","trafficking from ER to golgi regulator"
"window_248220","chr3",129395000,129405000,10001,"*",160,63.4920634920635,"window_248220","132241",129382922,129399655,16734,"-",0,"overlapStart",0,"RPL32P3","ribosomal protein L32 pseudogene 3"
"window_248220.1","chr3",129395000,129405000,10001,"*",160,63.4920634920635,"window_248220","677797",129397210,129397348,139,"-",0,"includeFeature",0,"SNORA7B","small nucleolar RNA, H/ACA box 7B"
"window_276050","chr4",672500,682500,10001,"*",160,63.4920634920635,"window_276050","4636",673580,682033,8454,"+",0,"includeFeature",0,"MYL5","myosin light chain 5"
"window_276050.1","chr4",672500,682500,10001,"*",160,63.4920634920635,"window_276050","521",672436,674330,1895,"-",0,"overlapStart",0,"ATP5ME","ATP synthase membrane subunit e"
"window_276951","chr4",2925000,2935000,10001,"*",160,63.4920634920635,"window_276951","10227",2930561,2934834,4274,"-",0,"includeFeature",0,"MFSD10","major facilitator superfamily domain containing 10"
"window_276951.1","chr4",2925000,2935000,10001,"*",160,63.4920634920635,"window_276951","317648",2934882,2961738,26857,"+",0,"overlapStart",0,"NOP14-AS1","NOP14 antisense RNA 1"
"window_352221","chr5",885000,895000,10001,"*",160,63.4920634920635,"window_352221","65980",850291,892801,42511,"-",0,"overlapStart",0,"BRD9","bromodomain containing 9"
"window_352221.1","chr5",885000,895000,10001,"*",160,63.4920634920635,"window_352221","9319",892884,919357,26474,"+",0,"overlapStart",0,"TRIP13","thyroid hormone receptor interactor 13"
"window_356008","chr5",10352500,10362500,10001,"*",160,63.4920634920635,"window_356008","10299",10353695,10440388,86694,"+",0,"overlapStart",0,"MARCHF6","membrane associated ring-CH-type finger 6"
"window_395217","chr5",108375000,108385000,10001,"*",160,63.4920634920635,"window_395217","64839",107859035,108382098,523064,"-",0,"overlapStart",0,"FBXL17","F-box and leucine rich repeat protein 17"
"window_407581","chr5",139285000,139295000,10001,"*",160,63.4920634920635,"window_407581","64374",138946724,139293534,346811,"-",0,"overlapStart",0,"SIL1","SIL1 nucleotide exchange factor"
"window_408132","chr5",140662500,140672500,10001,"*",160,63.4920634920635,"window_408132","54853",140664676,140674124,9449,"+",0,"overlapStart",0,"WDR55","WD repeat domain 55"
"window_408132.1","chr5",140662500,140672500,10001,"*",160,63.4920634920635,"window_408132","373863",140670794,140673576,2783,"-",0,"overlapEnd",1075,"DND1","DND microRNA-mediated repression inhibitor 1"
"window_422479","chr5",176530000,176540000,10001,"*",160,63.4920634920635,"window_422479","22838",176526712,176538025,11314,"-",0,"overlapStart",0,"RNF44","ring finger protein 44"
"window_422479.1","chr5",176530000,176540000,10001,"*",160,63.4920634920635,"window_422479","54825",176542511,176595974,53464,"+",2510,"upstream",2510,"CDHR2","cadherin related family member 2"
"window_423156","chr5",178222500,178232500,10001,"*",160,63.4920634920635,"window_423156","85007",178208471,178232802,24332,"-",0,"inside",301,"PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase"
"window_425586","chr6",2757500,2767500,10001,"*",160,63.4920634920635,"window_425586","56897",2765393,2786952,21560,"+",0,"overlapStart",0,"WRNIP1","WRN helicase interacting protein 1"
"window_429911","chr6",13570000,13580000,10001,"*",160,63.4920634920635,"window_429911","23408",13574529,13615158,40630,"+",0,"overlapStart",0,"SIRT5","sirtuin 5"
"window_437959","chr6",33690000,33700000,10001,"*",160,63.4920634920635,"window_437959","100500873",33698128,33698234,107,"+",0,"includeFeature",0,"MIR3934","microRNA 3934"
"window_468830","chr6",110867500,110877500,10001,"*",160,63.4920634920635,"window_468830","262",110874770,110898879,24110,"+",0,"overlapStart",0,"AMD1","adenosylmethionine decarboxylase 1"
"window_481660","chr6",142942500,142952500,10001,"*",160,63.4920634920635,"window_481660","3097",142751469,142946365,194897,"-",0,"overlapStart",0,"HIVEP2","HIVEP zinc finger 2"
"window_487191","chr6",156770000,156780000,10001,"*",160,63.4920634920635,"window_487191","57492",156776020,157210779,434760,"+",0,"overlapStart",0,"ARID1B","AT-rich interaction domain 1B"
"window_487191.1","chr6",156770000,156780000,10001,"*",160,63.4920634920635,"window_487191","100616154",156779678,156779731,54,"-",0,"includeFeature",0,"MIR4466","microRNA 4466"
"window_494972","chr7",5415000,5425000,10001,"*",160,63.4920634920635,"window_494972","84629",5306790,5425414,118625,"-",0,"inside",413,"TNRC18","trinucleotide repeat containing 18"
"window_494973","chr7",5417500,5427500,10001,"*",160,63.4920634920635,"window_494973","84629",5306790,5425414,118625,"-",0,"overlapStart",0,"TNRC18","trinucleotide repeat containing 18"
"window_494973.1","chr7",5417500,5427500,10001,"*",160,63.4920634920635,"window_494973","100129484",5426277,5428927,2651,"-",0,"overlapEnd",1426,"LOC100129484","uncharacterized LOC100129484"
"window_510436","chr7",44075000,44085000,10001,"*",160,63.4920634920635,"window_510436","102465504",44073378,44073433,56,"-",1566,"upstream",1566,"MIR6838","microRNA 6838"
"window_510436.1","chr7",44075000,44085000,10001,"*",160,63.4920634920635,"window_510436","27434",44072062,44082530,10469,"-",0,"overlapStart",0,"POLM","DNA polymerase mu"
"window_510704","chr7",44745000,44755000,10001,"*",160,63.4920634920635,"window_510704","83637",44748581,44769881,21301,"+",0,"overlapStart",0,"ZMIZ2","zinc finger MIZ-type containing 2"
"window_522288","chr7",73705000,73715000,10001,"*",160,63.4920634920635,"window_522288","100422948",73711317,73711397,81,"+",0,"includeFeature",0,"MIR4284","microRNA 4284"
"window_522473","chr7",74167500,74177500,10001,"*",160,63.4920634920635,"window_522473","7458",74174245,74197101,22857,"+",0,"overlapStart",0,"EIF4H","eukaryotic translation initiation factor 4H"
"window_523347","chr7",76352500,76362500,10001,"*",160,63.4920634920635,"window_523347","7532",76326799,76358991,32193,"-",0,"overlapStart",0,"YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"window_532847","chr7",100102500,100112500,10001,"*",160,63.4920634920635,"window_532847","9179",100101549,100110345,8797,"+",0,"overlapEnd",950,"AP4M1","adaptor related protein complex 4 subunit mu 1"
"window_532847.1","chr7",100102500,100112500,10001,"*",160,63.4920634920635,"window_532847","4176",100092728,100101940,9213,"-",559,"upstream",559,"MCM7","minichromosome maintenance complex component 7"
"window_533237","chr7",101077500,101087500,10001,"*",160,63.4920634920635,"window_533237","81844",101085481,101097967,12487,"+",0,"overlapStart",0,"TRIM56","tripartite motif containing 56"
"window_533761","chr7",102387500,102397500,10001,"*",160,63.4920634920635,"window_533761","79706",102396363,102426666,30304,"+",0,"overlapStart",0,"PRKRIP1","PRKR interacting protein 1"
"window_535317","chr7",106277500,106287500,10001,"*",160,63.4920634920635,"window_535317","10135",106248298,106286326,38029,"-",0,"overlapStart",0,"NAMPT","nicotinamide phosphoribosyltransferase"
"window_535318","chr7",106280000,106290000,10001,"*",160,63.4920634920635,"window_535318","10135",106248298,106286326,38029,"-",0,"overlapStart",0,"NAMPT","nicotinamide phosphoribosyltransferase"
"window_540078","chr7",118180000,118190000,10001,"*",160,63.4920634920635,"window_540078","51691",118184144,118204035,19892,"+",0,"overlapStart",0,"LSM8","LSM8 homolog, U6 small nuclear RNA associated"
"window_540079","chr7",118182500,118192500,10001,"*",160,63.4920634920635,"window_540079","51691",118184144,118204035,19892,"+",0,"overlapStart",0,"LSM8","LSM8 homolog, U6 small nuclear RNA associated"
"window_544316","chr7",128775000,128785000,10001,"*",160,63.4920634920635,"window_544316","611",128772491,128775790,3300,"-",0,"overlapStart",0,"OPN1SW","opsin 1, short wave sensitive"
"window_553298","chr7",151230000,151240000,10001,"*",160,63.4920634920635,"window_553298","114483834",151207837,151227166,19330,"-",2833,"upstream",2833,"ABCF2-H2BE1","ABCF2-H2BE1 readthrough"
"window_553298.1","chr7",151230000,151240000,10001,"*",160,63.4920634920635,"window_553298","10061",151211484,151227205,15722,"-",2794,"upstream",2794,"ABCF2","ATP binding cassette subfamily F member 2"
"window_553298.2","chr7",151230000,151240000,10001,"*",160,63.4920634920635,"window_553298","54480",151232489,151238827,6339,"+",0,"includeFeature",0,"CHPF2","chondroitin polymerizing factor 2"
"window_553298.3","chr7",151230000,151240000,10001,"*",160,63.4920634920635,"window_553298","768213",151238421,151238538,118,"+",0,"includeFeature",0,"MIR671","microRNA 671"
"window_575436","chrX",47227500,47237500,10001,"*",160,63.4920634920635,"window_575436","8237",47232690,47248328,15639,"+",0,"overlapStart",0,"USP11","ubiquitin specific peptidase 11"
"window_575569","chrX",47560000,47570000,10001,"*",160,63.4920634920635,"window_575569","369",47561100,47571920,10821,"+",0,"overlapStart",0,"ARAF","A-Raf proto-oncogene, serine/threonine kinase"
"window_618294","chrX",154372500,154382500,10001,"*",160,63.4920634920635,"window_618294","2316",154348524,154374638,26115,"-",0,"overlapStart",0,"FLNA","filamin A"
"window_618294.1","chrX",154372500,154382500,10001,"*",160,63.4920634920635,"window_618294","2010",154379197,154381523,2327,"+",0,"includeFeature",0,"EMD","emerin"
"window_627803","chr8",22102500,22112500,10001,"*",160,63.4920634920635,"window_627803","79873",22106874,22109419,2546,"-",0,"includeFeature",0,"NUDT18","nudix hydrolase 18"
"window_628004","chr8",22605000,22615000,10001,"*",160,63.4920634920635,"window_628004","57805",22604632,22621514,16883,"+",0,"inside",367,"CCAR2","cell cycle and apoptosis regulator 2"
"window_634313","chr8",38377500,38387500,10001,"*",160,63.4920634920635,"window_634313","54904",38269704,38382272,112569,"-",0,"overlapStart",0,"NSD3","nuclear receptor binding SET domain protein 3"
"window_634313.1","chr8",38377500,38387500,10001,"*",160,63.4920634920635,"window_634313","137994",38386207,38409527,23321,"+",0,"overlapStart",0,"LETM2","leucine zipper and EF-hand containing transmembrane protein 2"
"window_660105","chr8",102857500,102867500,10001,"*",160,63.4920634920635,"window_660105","100506753",102864271,103002424,138154,"+",0,"overlapStart",0,"MAILR","macrophage interferon regulatory lncRNA"
"window_675216","chr8",140635000,140645000,10001,"*",160,63.4920634920635,"window_675216","27161",140520156,140635633,115478,"-",0,"overlapStart",0,"AGO2","argonaute RISC catalytic component 2"
"window_676052","chr8",142725000,142735000,10001,"*",160,63.4920634920635,"window_676052","100288181",142701857,142727016,25160,"-",0,"overlapStart",0,"LNCOC1","lncRNA associated with ovarian cancer 1"
"window_676052.1","chr8",142725000,142735000,10001,"*",160,63.4920634920635,"window_676052","51337",142727223,142736927,9705,"+",0,"overlapStart",0,"THEM6","thioesterase superfamily member 6"
"window_676259","chr8",143242500,143252500,10001,"*",160,63.4920634920635,"window_676259","286128",143246821,143276403,29583,"+",0,"overlapStart",0,"ZFP41","ZFP41 zinc finger protein"
"window_676616","chr8",144135000,144145000,10001,"*",160,63.4920634920635,"window_676616","51236",144137774,144140851,3078,"+",0,"includeFeature",0,"HGH1","HGH1 homolog"
"window_676732","chr8",144425000,144435000,10001,"*",160,63.4920634920635,"window_676732","100287098",144437675,144439971,2297,"+",2674,"upstream",2674,"TONSL-AS1","TONSL antisense RNA 1"
"window_676746","chr8",144460000,144470000,10001,"*",160,63.4920634920635,"window_676746","50626",144449582,144465677,16096,"-",0,"overlapStart",0,"CYHR1","cysteine and histidine rich 1"
"window_676746.1","chr8",144460000,144470000,10001,"*",160,63.4920634920635,"window_676746","90990",144466043,144474202,8160,"+",0,"overlapStart",0,"KIFC2","kinesin family member C2"
"window_684768","chr9",19375000,19385000,10001,"*",160,63.4920634920635,"window_684768","6194",19375715,19380236,4522,"-",0,"includeFeature",0,"RPS6","ribosomal protein S6"
"window_705183","chr9",70412500,70422500,10001,"*",160,63.4920634920635,"window_705183","687",70384597,70414624,30028,"-",0,"overlapStart",0,"KLF9","Kruppel like factor 9"
"window_726183","chr9",122912500,122922500,10001,"*",160,63.4920634920635,"window_726183","10773",122908056,122913323,5268,"-",0,"overlapStart",0,"ZBTB6","zinc finger and BTB domain containing 6"
"window_728140","chr9",127805000,127815000,10001,"*",160,63.4920634920635,"window_728140","102723566",127816066,127822520,6455,"+",1065,"upstream",1065,"LOC102723566","uncharacterized LOC102723566"
"window_728144","chr9",127815000,127825000,10001,"*",160,63.4920634920635,"window_728144","102723566",127816066,127822520,6455,"+",0,"includeFeature",0,"LOC102723566","uncharacterized LOC102723566"
"window_728177","chr9",127897500,127907500,10001,"*",160,63.4920634920635,"window_728177","30815",127867850,127906022,38173,"-",0,"overlapStart",0,"ST6GALNAC6","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
"window_728525","chr9",128767500,128777500,10001,"*",160,63.4920634920635,"window_728525","10444",128729786,128772414,42629,"-",0,"overlapStart",0,"ZER1","zyg-11 related cell cycle regulator"
"window_728526","chr9",128770000,128780000,10001,"*",160,63.4920634920635,"window_728526","10444",128729786,128772414,42629,"-",0,"overlapStart",0,"ZER1","zyg-11 related cell cycle regulator"
"window_728570","chr9",128880000,128890000,10001,"*",160,63.4920634920635,"window_728570","51490",128819651,128881931,62281,"-",0,"overlapStart",0,"SPOUT1","SPOUT domain containing methyltransferase 1"
"window_728570.1","chr9",128880000,128890000,10001,"*",160,63.4920634920635,"window_728570","56262",128882112,128918039,35928,"+",0,"overlapStart",0,"LRRC8A","leucine rich repeat containing 8 VRAC subunit A"
"window_728570.2","chr9",128880000,128890000,10001,"*",160,63.4920634920635,"window_728570","883",128832942,128882494,49553,"-",0,"overlapStart",0,"KYAT1","kynurenine aminotransferase 1"
"window_729576","chr9",131395000,131405000,10001,"*",160,63.4920634920635,"window_729576","84726",131394093,131500197,106105,"+",0,"inside",906,"PRRC2B","proline rich coiled-coil 2B"
"window_730628","chr9",134025000,134035000,10001,"*",160,63.4920634920635,"window_730628","266655",134025481,134031587,6107,"+",0,"includeFeature",0,"BRD3OS","BRD3 opposite strand"
"window_731746","chr9",136820000,136830000,10001,"*",160,63.4920634920635,"window_731746","100422860",136830957,136831023,67,"+",956,"upstream",956,"MIR4292","microRNA 4292"
"window_731749","chr9",136827500,136837500,10001,"*",160,63.4920634920635,"window_731749","100422860",136830957,136831023,67,"+",0,"includeFeature",0,"MIR4292","microRNA 4292"
"window_731791","chr9",136932500,136942500,10001,"*",160,63.4920634920635,"window_731791","54461",136940435,136944738,4304,"-",0,"overlapEnd",2237,"FBXW5","F-box and WD repeat domain containing 5"
"window_731791.1","chr9",136932500,136942500,10001,"*",160,63.4920634920635,"window_731791","733",136945185,136946975,1791,"+",2684,"upstream",2684,"C8G","complement C8 gamma chain"
"window_731897","chr9",137197500,137207500,10001,"*",160,63.4920634920635,"window_731897","286262",137191617,137204193,12577,"-",0,"overlapStart",0,"TPRN","taperin"
"window_731897.1","chr9",137197500,137207500,10001,"*",160,63.4920634920635,"window_731897","27158",137205685,137217009,11325,"+",0,"overlapStart",0,"NDOR1","NADPH dependent diflavin oxidoreductase 1"
"window_731897.2","chr9",137197500,137207500,10001,"*",160,63.4920634920635,"window_731897","94107",137204082,137205648,1567,"-",0,"includeFeature",0,"TMEM203","transmembrane protein 203"
"window_750924","chr11",46370000,46380000,10001,"*",160,63.4920634920635,"window_750924","100616368",46376402,46376484,83,"+",0,"includeFeature",0,"MIR4688","microRNA 4688"
"window_750924.1","chr11",46370000,46380000,10001,"*",160,63.4920634920635,"window_750924","4192",46380756,46383837,3082,"+",755,"upstream",755,"MDK","midkine"
"window_757456","chr11",62700000,62710000,10001,"*",160,63.4920634920635,"window_757456","2785",62707676,62709201,1526,"+",0,"includeFeature",0,"GNG3","G protein subunit gamma 3"
"window_757456.1","chr11",62700000,62710000,10001,"*",160,63.4920634920635,"window_757456","26580",62690275,62709845,19571,"-",0,"overlapStart",0,"BSCL2","BSCL2 lipid droplet biogenesis associated, seipin"
"window_757467","chr11",62727500,62737500,10001,"*",160,63.4920634920635,"window_757467","100534595",62690275,62727384,37110,"-",115,"upstream",115,"HNRNPUL2-BSCL2","HNRNPUL2-BSCL2 readthrough (NMD candidate)"
"window_757467.1","chr11",62727500,62737500,10001,"*",160,63.4920634920635,"window_757467","221092",62712630,62727457,14828,"-",42,"upstream",42,"HNRNPUL2","heterogeneous nuclear ribonucleoprotein U like 2"
"window_757467.2","chr11",62727500,62737500,10001,"*",160,63.4920634920635,"window_757467","283237",62728069,62740284,12216,"+",0,"overlapStart",0,"TTC9C","tetratricopeptide repeat domain 9C"
"window_757507","chr11",62827500,62837500,10001,"*",160,63.4920634920635,"window_757507","6811",62806860,62832051,25192,"-",0,"overlapStart",0,"STX5","syntaxin 5"
"window_757507.1","chr11",62827500,62837500,10001,"*",160,63.4920634920635,"window_757507","105369332",62832234,62834043,1810,"+",0,"includeFeature",0,"LOC105369332","uncharacterized LOC105369332"
"window_757883","chr11",63767500,63777500,10001,"*",160,63.4920634920635,"window_757883","65998",63759892,63768775,8884,"-",0,"overlapStart",0,"C11orf95","chromosome 11 open reading frame 95"
"window_758333","chr11",64892500,64902500,10001,"*",160,63.4920634920635,"window_758333","105369343",64889560,64893449,3890,"-",0,"overlapStart",0,"MIR194-2HG","MIR194-2 host gene"
"window_758333.1","chr11",64892500,64902500,10001,"*",160,63.4920634920635,"window_758333","406967",64891137,64891246,110,"-",1253,"upstream",1253,"MIR192","microRNA 192"
"window_758333.2","chr11",64892500,64902500,10001,"*",160,63.4920634920635,"window_758333","406970",64891355,64891439,85,"-",1060,"upstream",1060,"MIR194-2","microRNA 194-2"
"window_758333.3","chr11",64892500,64902500,10001,"*",160,63.4920634920635,"window_758333","102466192",64898363,64898437,75,"-",0,"includeFeature",0,"MIR6750","microRNA 6750"
"window_758333.4","chr11",64892500,64902500,10001,"*",160,63.4920634920635,"window_758333","102466727",64902387,64902455,69,"-",0,"includeFeature",0,"MIR6749","microRNA 6749"
"window_758619","chr11",65607500,65617500,10001,"*",160,63.4920634920635,"window_758619","4296",65597756,65615382,17627,"-",0,"overlapStart",0,"MAP3K11","mitogen-activated protein kinase kinase kinase 11"
"window_758619.1","chr11",65607500,65617500,10001,"*",160,63.4920634920635,"window_758619","399909",65615773,65637439,21667,"+",0,"overlapStart",0,"PCNX3","pecanex 3"
"window_758628","chr11",65630000,65640000,10001,"*",160,63.4920634920635,"window_758628","100616292",65636310,65636369,60,"+",0,"includeFeature",0,"MIR4690","microRNA 4690"
"window_758628.1","chr11",65630000,65640000,10001,"*",160,63.4920634920635,"window_758628","6494",65638101,65650918,12818,"+",0,"overlapStart",0,"SIPA1","signal-induced proliferation-associated 1"
"window_759323","chr11",67367500,67377500,10001,"*",160,63.4920634920635,"window_759323","57804",67350772,67373584,22813,"-",0,"overlapStart",0,"POLD4","DNA polymerase delta 4, accessory subunit"
"window_759323.1","chr11",67367500,67377500,10001,"*",160,63.4920634920635,"window_759323","23529",67364168,67374177,10010,"-",0,"overlapStart",0,"CLCF1","cardiotrophin like cytokine factor 1"
"window_759330","chr11",67385000,67395000,10001,"*",160,63.4920634920635,"window_759330","5883",67391705,67398410,6706,"+",0,"overlapStart",0,"RAD9A","RAD9 checkpoint clamp component A"
"window_759592","chr11",68040000,68050000,10001,"*",160,63.4920634920635,"window_759592","10312",68039025,68050895,11871,"+",0,"inside",974,"TCIRG1","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"window_759592.1","chr11",68040000,68050000,10001,"*",160,63.4920634920635,"window_759592","102465451",68044794,68044957,164,"+",0,"includeFeature",0,"MIR6753","microRNA 6753"
"window_761181","chr11",72012500,72022500,10001,"*",160,63.4920634920635,"window_761181","100128494",72014291,72020910,6620,"+",0,"includeFeature",0,"LOC100128494","uncharacterized LOC100128494"
"window_761263","chr11",72217500,72227500,10001,"*",160,63.4920634920635,"window_761263","2350",72216601,72221950,5350,"+",0,"overlapEnd",898,"FOLR2","folate receptor beta"
"window_761263.1","chr11",72217500,72227500,10001,"*",160,63.4920634920635,"window_761263","3636",72224767,72239147,14381,"+",0,"overlapStart",0,"INPPL1","inositol polyphosphate phosphatase like 1"
"window_762534","chr11",75395000,75405000,10001,"*",160,63.4920634920635,"window_762534","6188",75399515,75422280,22766,"+",0,"overlapStart",0,"RPS3","ribosomal protein S3"
"window_762534.1","chr11",75395000,75405000,10001,"*",160,63.4920634920635,"window_762534","6079",75400391,75400538,148,"+",0,"includeFeature",0,"SNORD15A","small nucleolar RNA, C/D box 15A"
"window_762534.2","chr11",75395000,75405000,10001,"*",160,63.4920634920635,"window_762534","114599",75404421,75404566,146,"+",0,"includeFeature",0,"SNORD15B","small nucleolar RNA, C/D box 15B"
"window_766870","chr11",86235000,86245000,10001,"*",160,63.4920634920635,"window_766870","8726",86244753,86278813,34061,"+",0,"overlapStart",0,"EED","embryonic ectoderm development"
"window_779937","chr11",118902500,118912500,10001,"*",160,63.4920634920635,"window_779937","100616376",118910708,118910787,80,"+",0,"includeFeature",0,"MIR4492","microRNA 4492"
"window_793303","chr10",17230000,17240000,10001,"*",160,63.4920634920635,"window_793303","7431",17228241,17237593,9353,"+",0,"overlapEnd",1758,"VIM","vimentin"
"window_793303.1","chr10",17230000,17240000,10001,"*",160,63.4920634920635,"window_793303","100507347",17214239,17229985,15747,"-",14,"upstream",14,"VIM-AS1","VIM antisense RNA 1"
"window_797820","chr10",28522500,28532500,10001,"*",160,63.4920634920635,"window_797820","51322",28532493,28623112,90620,"+",0,"overlapStart",0,"WAC","WW domain containing adaptor with coiled-coil"
"window_797820.1","chr10",28522500,28532500,10001,"*",160,63.4920634920635,"window_797820","220906",28522652,28533066,10415,"-",0,"overlapEnd",565,"WAC-AS1","WAC antisense RNA 1 (head to head)"
"window_813563","chr10",67880000,67890000,10001,"*",160,63.4920634920635,"window_813563","23411",67884656,67918390,33735,"+",0,"overlapStart",0,"SIRT1","sirtuin 1"
"window_815352","chr10",72352500,72362500,10001,"*",160,63.4920634920635,"window_815352","54788",72332830,72355149,22320,"-",0,"overlapStart",0,"DNAJB12","DnaJ heat shock protein family (Hsp40) member B12"
"window_815809","chr10",73495000,73505000,10001,"*",160,63.4920634920635,"window_815809","101929145",73495525,73520070,24546,"+",0,"overlapStart",0,"PPP3CB-AS1","PPP3CB antisense RNA 1 (head to head)"
"window_815809.1","chr10",73495000,73505000,10001,"*",160,63.4920634920635,"window_815809","5532",73436428,73496024,59597,"-",0,"overlapStart",0,"PPP3CB","protein phosphatase 3 catalytic subunit beta"
"window_815918","chr10",73767500,73777500,10001,"*",160,63.4920634920635,"window_815918","170384",73772276,73780251,7976,"+",0,"overlapStart",0,"FUT11","fucosyltransferase 11"
"window_818147","chr10",79340000,79350000,10001,"*",160,63.4920634920635,"window_818147","10105",79347469,79355334,7866,"+",0,"overlapStart",0,"PPIF","peptidylprolyl isomerase F"
"window_825041","chr10",96575000,96585000,10001,"*",160,63.4920634920635,"window_825041","56889",96518110,96587452,69343,"-",0,"inside",2451,"TM9SF3","transmembrane 9 superfamily member 3"
"window_825389","chr10",97445000,97455000,10001,"*",160,63.4920634920635,"window_825389","51013",97435909,97446017,10109,"-",0,"overlapStart",0,"EXOSC1","exosome component 1"
"window_825389.1","chr10",97445000,97455000,10001,"*",160,63.4920634920635,"window_825389","84287",97446170,97457370,11201,"+",0,"overlapStart",0,"ZDHHC16","zinc finger DHHC-type palmitoyltransferase 16"
"window_826810","chr10",100997500,101007500,10001,"*",160,63.4920634920635,"window_826810","84445",100996618,101007836,11219,"+",0,"inside",881,"LZTS2","leucine zipper tumor suppressor 2"
"window_827039","chr10",101570000,101580000,10001,"*",160,63.4920634920635,"window_827039","25911",101570560,101609662,39103,"+",0,"overlapStart",0,"DPCD","deleted in primary ciliary dyskinesia homolog (mouse)"
"window_842779","chr12",7122500,7132500,10001,"*",160,63.4920634920635,"window_842779","9746",7129698,7158945,29248,"+",0,"overlapStart",0,"CLSTN3","calsyntenin 3"
"window_842779.1","chr12",7122500,7132500,10001,"*",160,63.4920634920635,"window_842779","83758",7115736,7130252,14517,"-",0,"overlapStart",0,"RBP5","retinol binding protein 5"
"window_852772","chr12",32105000,32115000,10001,"*",160,63.4920634920635,"window_852772","636",32106847,32383633,276787,"+",0,"overlapStart",0,"BICD1","BICD cargo adaptor 1"
"window_858326","chr12",45990000,46000000,10001,"*",160,63.4920634920635,"window_858326","9169",45919131,45992120,72990,"-",0,"overlapStart",0,"SCAF11","SR-related CTD associated factor 11"
"window_858481","chr12",46377500,46387500,10001,"*",160,63.4920634920635,"window_858481","100288798",46383652,46876784,493133,"+",0,"overlapStart",0,"LOC100288798","uncharacterized LOC100288798"
"window_859658","chr12",49320000,49330000,10001,"*",160,63.4920634920635,"window_859658","10024",49323236,49331731,8496,"+",0,"overlapStart",0,"TROAP","trophinin associated protein"
"window_859658.1","chr12",49320000,49330000,10001,"*",160,63.4920634920635,"window_859658","101927267",49292631,49324576,31946,"-",0,"overlapStart",0,"LOC101927267","uncharacterized LOC101927267"
