"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_995488","chr15",34207500,34217500,10001,"*",71,28.1746031746032,"window_995488","79768",34140674,34210096,69423,"-",0,"overlapStart",0,"KATNBL1","katanin regulatory subunit B1 like 1"
"window_996023","chr15",35545000,35555000,10001,"*",71,28.1746031746032,"window_996023","100507466",35546154,35860199,314046,"+",0,"overlapStart",0,"DPH6-DT","DPH6 divergent transcript"
"window_996023.1","chr15",35545000,35555000,10001,"*",71,28.1746031746032,"window_996023","89978",35217345,35546193,328849,"-",0,"overlapStart",0,"DPH6","diphthamine biosynthesis 6"
"window_998039","chr15",40585000,40595000,10001,"*",71,28.1746031746032,"window_998039","57082",40594020,40664342,70323,"+",0,"overlapStart",0,"KNL1","kinetochore scaffold 1"
"window_998150","chr15",40862500,40872500,10001,"*",71,28.1746031746032,"window_998150","171177",40872214,40874234,2021,"-",0,"overlapEnd",1733,"RHOV","ras homolog family member V"
"window_998314","chr15",41272500,41282500,10001,"*",71,28.1746031746032,"window_998314","729082",41283990,41309737,25748,"+",1489,"upstream",1489,"OIP5-AS1","OIP5 antisense RNA 1"
"window_998314.1","chr15",41272500,41282500,10001,"*",71,28.1746031746032,"window_998314","51203",41284007,41381050,97044,"+",1506,"upstream",1506,"NUSAP1","nucleolar and spindle associated protein 1"
"window_998548","chr15",41857500,41867500,10001,"*",71,28.1746031746032,"window_998548","100423013",41866495,41866551,57,"-",0,"includeFeature",0,"MIR4310","microRNA 4310"
"window_998836","chr15",42577500,42587500,10001,"*",71,28.1746031746032,"window_998836","57519",42575606,42720998,145393,"+",0,"inside",1893,"STARD9","StAR related lipid transfer domain containing 9"
"window_999812","chr15",45017500,45027500,10001,"*",71,28.1746031746032,"window_999812","6652",45023181,45077185,54005,"+",0,"overlapStart",0,"SORD","sorbitol dehydrogenase"
"window_1005549","chr15",59360000,59370000,10001,"*",71,28.1746031746032,"window_1005549","145773",59372693,59523555,150863,"+",2692,"upstream",2692,"FAM81A","family with sequence similarity 81 member A"
"window_1005549.1","chr15",59360000,59370000,10001,"*",71,28.1746031746032,"window_1005549","4643",59132434,59372871,240438,"-",0,"inside",2870,"MYO1E","myosin IE"
"window_1007708","chr15",64757500,64767500,10001,"*",71,28.1746031746032,"window_1007708","100302184",64762387,64762515,129,"-",0,"includeFeature",0,"MIR1272","microRNA 1272"
"window_1007974","chr15",65422500,65432500,10001,"*",71,28.1746031746032,"window_1007974","57722",65381484,65422947,41464,"-",0,"overlapStart",0,"IGDCC4","immunoglobulin superfamily DCC subclass member 4"
"window_1010650","chr15",72112500,72122500,10001,"*",71,28.1746031746032,"window_1010650","123228",72114258,72143692,29435,"+",0,"overlapStart",0,"SENP8","SUMO peptidase family member, NEDD8 specific"
"window_1010650.1","chr15",72112500,72122500,10001,"*",71,28.1746031746032,"window_1010650","4649",71822291,72118577,296287,"-",0,"overlapStart",0,"MYO9A","myosin IXA"
"window_1010651","chr15",72115000,72125000,10001,"*",71,28.1746031746032,"window_1010651","123228",72114258,72143692,29435,"+",0,"inside",741,"SENP8","SUMO peptidase family member, NEDD8 specific"
"window_1010651.1","chr15",72115000,72125000,10001,"*",71,28.1746031746032,"window_1010651","4649",71822291,72118577,296287,"-",0,"overlapStart",0,"MYO9A","myosin IXA"
"window_1010652","chr15",72117500,72127500,10001,"*",71,28.1746031746032,"window_1010652","4649",71822291,72118577,296287,"-",0,"overlapStart",0,"MYO9A","myosin IXA"
"window_1011375","chr15",73925000,73935000,10001,"*",71,28.1746031746032,"window_1011375","4016",73925989,73952137,26149,"+",0,"overlapStart",0,"LOXL1","lysyl oxidase like 1"
"window_1011375.1","chr15",73925000,73935000,10001,"*",71,28.1746031746032,"window_1011375","100287616",73908071,73928248,20178,"-",0,"overlapStart",0,"LOXL1-AS1","LOXL1 antisense RNA 1"
"window_1012328","chr15",76307500,76317500,10001,"*",71,28.1746031746032,"window_1012328","2108",76215353,76311472,96120,"-",0,"overlapStart",0,"ETFA","electron transfer flavoprotein subunit alpha"
"window_1013380","chr15",78937500,78947500,10001,"*",71,28.1746031746032,"window_1013380","1512",78921058,78949574,28517,"-",0,"inside",2073,"CTSH","cathepsin H"
"window_1014904","chr15",82747500,82757500,10001,"*",71,28.1746031746032,"window_1014904","100505616",82750564,82757206,6643,"+",0,"includeFeature",0,"SNHG21","small nucleolar RNA host gene 21"
"window_1014904.1","chr15",82747500,82757500,10001,"*",71,28.1746031746032,"window_1014904","677778",82752884,82757208,4325,"+",0,"includeFeature",0,"SCARNA15","small Cajal body-specific RNA 15"
"window_1017867","chr15",90155000,90165000,10001,"*",71,28.1746031746032,"window_1017867","10509",90160604,90229679,69076,"+",0,"overlapStart",0,"SEMA4B","semaphorin 4B"
"window_1022025","chr15",100550000,100560000,10001,"*",71,28.1746031746032,"window_1022025","441733",100547765,100551922,4158,"-",0,"overlapStart",0,"PRKXP1","PRKX pseudogene 1"
"window_1022025.1","chr15",100550000,100560000,10001,"*",71,28.1746031746032,"window_1022025","102723335",100558677,100559798,1122,"+",0,"includeFeature",0,"LOC102723335","uncharacterized LOC102723335"
"window_1022632","chr16",75000,85000,10001,"*",71,28.1746031746032,"window_1022632","64285",58059,76355,18297,"-",0,"overlapStart",0,"RHBDF1","rhomboid 5 homolog 1"
"window_1022632.1","chr16",75000,85000,10001,"*",71,28.1746031746032,"window_1022632","4350",77007,85853,8847,"+",0,"overlapStart",0,"MPG","N-methylpurine DNA glycosylase"
"window_1022755","chr16",382500,392500,10001,"*",71,28.1746031746032,"window_1022755","100134368",382097,392960,10864,"+",0,"inside",402,"LOC100134368","uncharacterized LOC100134368"
"window_1022755.1","chr16",382500,392500,10001,"*",71,28.1746031746032,"window_1022755","58986",370788,387113,16326,"-",0,"overlapStart",0,"PGAP6","post-glycosylphosphatidylinositol attachment to proteins 6"
"window_1023064","chr16",1155000,1165000,10001,"*",71,28.1746031746032,"window_1023064","8912",1153106,1221771,68666,"+",0,"inside",1893,"CACNA1H","calcium voltage-gated channel subunit alpha1 H"
"window_1023164","chr16",1405000,1415000,10001,"*",71,28.1746031746032,"window_1023164","64718",1363205,1414751,51547,"-",0,"overlapStart",0,"UNKL","unk like zinc finger"
"window_1023455","chr16",2132500,2142500,10001,"*",71,28.1746031746032,"window_1023455","100616258",2133119,2133204,86,"+",0,"includeFeature",0,"MIR4516","microRNA 4516"
"window_1023455.1","chr16",2132500,2142500,10001,"*",71,28.1746031746032,"window_1023455","5310",2088710,2135898,47189,"-",0,"overlapStart",0,"PKD1","polycystin 1, transient receptor potential channel interacting"
"window_1023455.2","chr16",2132500,2142500,10001,"*",71,28.1746031746032,"window_1023455","100500916",2135977,2136129,153,"-",0,"includeFeature",0,"MIR3180-5","microRNA 3180-5"
"window_1023455.3","chr16",2132500,2142500,10001,"*",71,28.1746031746032,"window_1023455","25837",2140803,2154165,13363,"+",0,"overlapStart",0,"RAB26","RAB26, member RAS oncogene family"
"window_1023715","chr16",2782500,2792500,10001,"*",71,28.1746031746032,"window_1023715","260429",2783953,2787948,3996,"-",0,"includeFeature",0,"PRSS33","serine protease 33"
"window_1023753","chr16",2877500,2887500,10001,"*",71,28.1746031746032,"window_1023753","114984",2883213,2899382,16170,"+",0,"overlapStart",0,"FLYWCH2","FLYWCH family member 2"
"window_1023754","chr16",2880000,2890000,10001,"*",71,28.1746031746032,"window_1023754","114984",2883213,2899382,16170,"+",0,"overlapStart",0,"FLYWCH2","FLYWCH family member 2"
"window_1023755","chr16",2882500,2892500,10001,"*",71,28.1746031746032,"window_1023755","114984",2883213,2899382,16170,"+",0,"overlapStart",0,"FLYWCH2","FLYWCH family member 2"
"window_1024247","chr16",4112500,4122500,10001,"*",71,28.1746031746032,"window_1024247","115",3953387,4116442,163056,"-",0,"overlapStart",0,"ADCY9","adenylate cyclase 9"
"window_1027136","chr16",11335000,11345000,10001,"*",71,28.1746031746032,"window_1027136","105371083",11341809,11345211,3403,"-",0,"overlapEnd",210,"LOC105371083","uncharacterized LOC105371083"
"window_1031982","chr16",23450000,23460000,10001,"*",71,28.1746031746032,"window_1031982","91949",23388493,23453189,64697,"-",0,"overlapStart",0,"COG7","component of oligomeric golgi complex 7"
"window_1032059","chr16",23642500,23652500,10001,"*",71,28.1746031746032,"window_1032059","79728",23603160,23641310,38151,"-",1189,"upstream",1189,"PALB2","partner and localizer of BRCA2"
"window_1032059.1","chr16",23642500,23652500,10001,"*",71,28.1746031746032,"window_1032059","84516",23641466,23677472,36007,"+",0,"inside",1033,"DCTN5","dynactin subunit 5"
"window_1032644","chr16",25105000,25115000,10001,"*",71,28.1746031746032,"window_1032644","102723510",25085168,25111555,26388,"-",0,"overlapStart",0,"LCMT1-AS1","LCMT1 antisense RNA 1"
"window_1032644.1","chr16",25105000,25115000,10001,"*",71,28.1746031746032,"window_1032644","51451",25111731,25178231,66501,"+",0,"overlapStart",0,"LCMT1","leucine carboxyl methyltransferase 1"
"window_1034735","chr16",30332500,30342500,10001,"*",71,28.1746031746032,"window_1034735","595101",30267553,30335374,67822,"-",0,"overlapStart",0,"SMG1P5","SMG1 pseudogene 5"
"window_1034736","chr16",30335000,30345000,10001,"*",71,28.1746031746032,"window_1034736","595101",30267553,30335374,67822,"-",0,"overlapStart",0,"SMG1P5","SMG1 pseudogene 5"
"window_1041331","chr16",46822500,46832500,10001,"*",71,28.1746031746032,"window_1041331","388272",46796603,46831180,34578,"-",0,"overlapStart",0,"C16orf87","chromosome 16 open reading frame 87"
"window_1041582","chr16",47450000,47460000,10001,"*",71,28.1746031746032,"window_1041582","5257",47461123,47701523,240401,"+",1122,"upstream",1122,"PHKB","phosphorylase kinase regulatory subunit beta"
"window_1045242","chr16",56600000,56610000,10001,"*",71,28.1746031746032,"window_1045242","4502",56608584,56609497,914,"+",0,"includeFeature",0,"MT2A","metallothionein 2A"
"window_1045243","chr16",56602500,56612500,10001,"*",71,28.1746031746032,"window_1045243","4502",56608584,56609497,914,"+",0,"includeFeature",0,"MT2A","metallothionein 2A"
"window_1049323","chr16",66802500,66812500,10001,"*",71,28.1746031746032,"window_1049323","283847",66754976,66801620,46645,"-",879,"upstream",879,"TERB1","telomere repeat binding bouquet formation protein 1"
"window_1049350","chr16",66870000,66880000,10001,"*",71,28.1746031746032,"window_1049350","8883",66802875,66873256,70382,"-",0,"overlapStart",0,"NAE1","NEDD8 activating enzyme E1 subunit 1"
"window_1049350.1","chr16",66870000,66880000,10001,"*",71,28.1746031746032,"window_1049350","57546",66878589,66895754,17166,"+",0,"overlapStart",0,"PDP2","pyruvate dehyrogenase phosphatase catalytic subunit 2"
"window_1049830","chr16",68070000,68080000,10001,"*",71,28.1746031746032,"window_1049830","4775",68077340,68229259,151920,"+",0,"overlapStart",0,"NFATC3","nuclear factor of activated T cells 3"
"window_1050807","chr16",70512500,70522500,10001,"*",71,28.1746031746032,"window_1050807","25839",70480568,70523558,42991,"-",0,"inside",1057,"COG4","component of oligomeric golgi complex 4"
"window_1050807.1","chr16",70512500,70522500,10001,"*",71,28.1746031746032,"window_1050807","23450",70523791,70577668,53878,"+",1290,"upstream",1290,"SF3B3","splicing factor 3b subunit 3"
"window_1056188","chr16",83965000,83975000,10001,"*",71,28.1746031746032,"window_1056188","54550",83968632,84002776,34145,"+",0,"overlapStart",0,"NECAB2","N-terminal EF-hand calcium binding protein 2"
"window_1056245","chr16",84107500,84117500,10001,"*",71,28.1746031746032,"window_1056245","8720",84053761,84116942,63182,"-",0,"overlapStart",0,"MBTPS1","membrane bound transcription factor peptidase, site 1"
"window_1058285","chr16",89207500,89217500,10001,"*",71,28.1746031746032,"window_1058285","197320",89217703,89237071,19369,"+",202,"upstream",202,"ZNF778","zinc finger protein 778"
"window_1059655","chr17",2292500,2302500,10001,"*",71,28.1746031746032,"window_1059655","63826",2303383,2325260,21878,"+",882,"upstream",882,"SRR","serine racemase"
"window_1059655.1","chr17",2292500,2302500,10001,"*",71,28.1746031746032,"window_1059655","23293",2059843,2303785,243943,"-",0,"inside",1284,"SMG6","SMG6 nonsense mediated mRNA decay factor"
"window_1059776","chr17",2595000,2605000,10001,"*",71,28.1746031746032,"window_1059776","5048",2593210,2685615,92406,"+",0,"inside",1789,"PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1"
"window_1061398","chr17",6650000,6660000,10001,"*",71,28.1746031746032,"window_1061398","51003",6643311,6651634,8324,"-",0,"overlapStart",0,"MED31","mediator complex subunit 31"
"window_1061398.1","chr17",6650000,6660000,10001,"*",71,28.1746031746032,"window_1061398","388327",6651762,6653476,1715,"+",0,"includeFeature",0,"C17orf100","chromosome 17 open reading frame 100"
"window_1061398.2","chr17",6650000,6660000,10001,"*",71,28.1746031746032,"window_1061398","100616466",6655449,6655502,54,"+",0,"includeFeature",0,"MIR4520-2","microRNA 4520-2"
"window_1061398.3","chr17",6650000,6660000,10001,"*",71,28.1746031746032,"window_1061398","100652883",6657034,6693577,36544,"+",0,"overlapStart",0,"ALOX15P1","arachidonate 15-lipoxygenase pseudogene 1"
"window_1061398.4","chr17",6650000,6660000,10001,"*",71,28.1746031746032,"window_1061398","100616401",6655440,6655509,70,"-",0,"includeFeature",0,"MIR4520-1","microRNA 4520-1"
"window_1061982","chr17",8110000,8120000,10001,"*",71,28.1746031746032,"window_1061982","59344",8095900,8119047,23148,"-",0,"overlapStart",0,"ALOXE3","arachidonate lipoxygenase 3"
"window_1065972","chr17",18085000,18095000,10001,"*",71,28.1746031746032,"window_1065972","1819",18087892,18107970,20079,"+",0,"overlapStart",0,"DRG2","developmentally regulated GTP binding protein 2"
"window_1070278","chr17",28850000,28860000,10001,"*",71,28.1746031746032,"window_1070278","26284",28855010,28861061,6052,"+",0,"overlapStart",0,"ERAL1","Era like 12S mitochondrial rRNA chaperone 1"
"window_1070278.1","chr17",28850000,28860000,10001,"*",71,28.1746031746032,"window_1070278","55731",28755978,28855232,99255,"-",0,"overlapStart",0,"FAM222B","family with sequence similarity 222 member B"
"window_1070278.2","chr17",28850000,28860000,10001,"*",71,28.1746031746032,"window_1070278","100616273",28861371,28861438,68,"+",1370,"upstream",1370,"MIR451B","microRNA 451b"
"window_1070436","chr17",29245000,29255000,10001,"*",71,28.1746031746032,"window_1070436","1411",29246863,29254494,7632,"+",0,"includeFeature",0,"CRYBA1","crystallin beta A1"
"window_1071665","chr17",32317500,32327500,10001,"*",71,28.1746031746032,"window_1071665","7756",32324431,32381886,57456,"+",0,"overlapStart",0,"ZNF207","zinc finger protein 207"
"window_1075344","chr17",41515000,41525000,10001,"*",71,28.1746031746032,"window_1075344","102466658",41517164,41517217,54,"-",0,"includeFeature",0,"MIR6510","microRNA 6510"
"window_1075344.1","chr17",41515000,41525000,10001,"*",71,28.1746031746032,"window_1075344","3866",41513745,41522529,8785,"-",0,"overlapStart",0,"KRT15","keratin 15"
"window_1079187","chr17",51122500,51132500,10001,"*",71,28.1746031746032,"window_1079187","9043",50962174,51120868,158695,"-",1631,"upstream",1631,"SPAG9","sperm associated antigen 9"
"window_1081748","chr17",57525000,57535000,10001,"*",71,28.1746031746032,"window_1081748","101927557",57522248,57523597,1350,"-",1402,"upstream",1402,"LOC101927557","uncharacterized LOC101927557"
"window_1082215","chr17",58692500,58702500,10001,"*",71,28.1746031746032,"window_1082215","56155",58556678,58692055,135378,"-",444,"upstream",444,"TEX14","testis expressed 14, intercellular bridge forming factor"
"window_1082215.1","chr17",58692500,58702500,10001,"*",71,28.1746031746032,"window_1082215","5889",58692573,58735611,43039,"+",0,"overlapStart",0,"RAD51C","RAD51 paralog C"
"window_1082976","chr17",60595000,60605000,10001,"*",71,28.1746031746032,"window_1082976","8493",60600183,60666280,66098,"+",0,"overlapStart",0,"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D"
"window_1082977","chr17",60597500,60607500,10001,"*",71,28.1746031746032,"window_1082977","8493",60600183,60666280,66098,"+",0,"overlapStart",0,"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D"
"window_1083007","chr17",60672500,60682500,10001,"*",71,28.1746031746032,"window_1083007","54828",60677453,61392838,715386,"+",0,"overlapStart",0,"BCAS3","BCAS3 microtubule associated cell migration factor"
"window_1083297","chr17",61397500,61407500,10001,"*",71,28.1746031746032,"window_1083297","6909",61399843,61409466,9624,"+",0,"overlapStart",0,"TBX2","T-box transcription factor 2"
"window_1083297.1","chr17",61397500,61407500,10001,"*",71,28.1746031746032,"window_1083297","101927855",61361668,61400243,38576,"-",0,"overlapStart",0,"LOC101927855","uncharacterized LOC101927855"
"window_1084127","chr17",63472500,63482500,10001,"*",71,28.1746031746032,"window_1084127","1636",63477061,63521848,44788,"+",0,"overlapStart",0,"ACE","angiotensin I converting enzyme"
"window_1085831","chr17",67732500,67742500,10001,"*",71,28.1746031746032,"window_1085831","100124536",67740669,67740799,131,"+",0,"includeFeature",0,"SNORA38B","small nucleolar RNA, H/ACA box 38B"
"window_1085832","chr17",67735000,67745000,10001,"*",71,28.1746031746032,"window_1085832","100124536",67740669,67740799,131,"+",0,"includeFeature",0,"SNORA38B","small nucleolar RNA, H/ACA box 38B"
"window_1085936","chr17",67995000,68005000,10001,"*",71,28.1746031746032,"window_1085936","284018",67991101,67996431,5331,"-",0,"overlapStart",0,"C17orf58","chromosome 17 open reading frame 58"
"window_1088551","chr17",74532500,74542500,10001,"*",71,28.1746031746032,"window_1088551","124599",74521174,74531475,10302,"-",1024,"upstream",1024,"CD300LB","CD300 molecule like family member b"
"window_1089191","chr17",76132500,76142500,10001,"*",71,28.1746031746032,"window_1089191","100507218",76138432,76154643,16212,"+",0,"overlapStart",0,"RNF157-AS1","RNF157 antisense RNA 1"
"window_1089191.1","chr17",76132500,76142500,10001,"*",71,28.1746031746032,"window_1089191","2302",76136333,76141245,4913,"-",0,"includeFeature",0,"FOXJ1","forkhead box J1"
"window_1089486","chr17",76870000,76880000,10001,"*",71,28.1746031746032,"window_1089486","146664",76868456,76950393,81938,"+",0,"inside",1543,"MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B"
"window_1090349","chr17",79027500,79037500,10001,"*",71,28.1746031746032,"window_1090349","100507410",79018131,79027673,9543,"-",0,"overlapStart",0,"C1QTNF1-AS1","C1QTNF1 antisense RNA 1"
"window_1091396","chr17",81645000,81655000,10001,"*",71,28.1746031746032,"window_1091396","55666",81556887,81648465,91579,"-",0,"overlapStart",0,"NPLOC4","NPL4 homolog, ubiquitin recognition factor"
"window_1091398","chr17",81650000,81660000,10001,"*",71,28.1746031746032,"window_1091398","55666",81556887,81648465,91579,"-",1534,"upstream",1534,"NPLOC4","NPL4 homolog, ubiquitin recognition factor"
"window_1091516","chr17",81945000,81955000,10001,"*",71,28.1746031746032,"window_1091516","5831",81932384,81942412,10029,"-",2587,"upstream",2587,"PYCR1","pyrroline-5-carboxylate reductase 1"
"window_1091516.1","chr17",81945000,81955000,10001,"*",71,28.1746031746032,"window_1091516","255275",81939645,81947233,7589,"-",0,"overlapStart",0,"MYADML2","myeloid associated differentiation marker like 2"
"window_1092301","chr18",650000,660000,10001,"*",71,28.1746031746032,"window_1092301","7298",657653,673578,15926,"+",0,"overlapStart",0,"TYMS","thymidylate synthetase"
"window_1092301.1","chr18",650000,660000,10001,"*",71,28.1746031746032,"window_1092301","494514",641320,658340,17021,"-",0,"overlapStart",0,"TYMSOS","TYMS opposite strand"
"window_1093246","chr18",3012500,3022500,10001,"*",71,28.1746031746032,"window_1093246","9663",2916994,3013315,96322,"-",0,"overlapStart",0,"LPIN2","lipin 2"
"window_1095696","chr18",9137500,9147500,10001,"*",71,28.1746031746032,"window_1095696","101927275",9121265,9136645,15381,"-",854,"upstream",854,"NDUFV2-AS1","NDUFV2 antisense RNA 1"
"window_1097119","chr18",12695000,12705000,10001,"*",71,28.1746031746032,"window_1097119","79959",12661833,12702777,40945,"-",0,"overlapStart",0,"CEP76","centrosomal protein 76"
"window_1097120","chr18",12697500,12707500,10001,"*",71,28.1746031746032,"window_1097120","79959",12661833,12702777,40945,"-",0,"overlapStart",0,"CEP76","centrosomal protein 76"
"window_1103312","chr18",28177500,28187500,10001,"*",71,28.1746031746032,"window_1103312","1000",27950966,28177130,226165,"-",369,"upstream",369,"CDH2","cadherin 2"
"window_1106154","chr18",35282500,35292500,10001,"*",71,28.1746031746032,"window_1106154","100101467",35251058,35290245,39188,"-",0,"overlapStart",0,"ZSCAN30","zinc finger and SCAN domain containing 30"
"window_1106154.1","chr18",35282500,35292500,10001,"*",71,28.1746031746032,"window_1106154","10778",35290282,35328390,38109,"+",0,"overlapStart",0,"ZNF271P","zinc finger protein 271, pseudogene"
"window_1115085","chr18",57610000,57620000,10001,"*",71,28.1746031746032,"window_1115085","4677",57600656,57622213,21558,"-",0,"inside",2212,"NARS1","asparaginyl-tRNA synthetase 1"
"window_1115089","chr18",57620000,57630000,10001,"*",71,28.1746031746032,"window_1115089","4677",57600656,57622213,21558,"-",0,"overlapStart",0,"NARS1","asparaginyl-tRNA synthetase 1"
"window_1115089.1","chr18",57620000,57630000,10001,"*",71,28.1746031746032,"window_1115089","100505549",57630302,57738044,107743,"+",301,"upstream",301,"LOC100505549","uncharacterized LOC100505549"
"window_1117124","chr18",62707500,62717500,10001,"*",71,28.1746031746032,"window_1117124","23239",62715541,62980433,264893,"+",0,"overlapStart",0,"PHLPP1","PH domain and leucine rich repeat protein phosphatase 1"
"window_1122891","chr18",77125000,77135000,10001,"*",71,28.1746031746032,"window_1122891","4155",76978827,77133683,154857,"-",0,"overlapStart",0,"MBP","myelin basic protein"
"window_1124377","chr20",465000,475000,10001,"*",71,28.1746031746032,"window_1124377","128637",435480,462543,27064,"-",2456,"upstream",2456,"TBC1D20","TBC1 domain family member 20"
"window_1125685","chr20",3735000,3745000,10001,"*",71,28.1746031746032,"window_1125685","116835",3732685,3753111,20427,"+",0,"inside",2314,"HSPA12B","heat shock protein family A (Hsp70) member 12B"
"window_1125753","chr20",3905000,3915000,10001,"*",71,28.1746031746032,"window_1125753","406896",3917494,3917571,78,"+",2493,"upstream",2493,"MIR103A2","microRNA 103a-2"
"window_1125754","chr20",3907500,3917500,10001,"*",71,28.1746031746032,"window_1125754","406896",3917494,3917571,78,"+",0,"overlapStart",0,"MIR103A2","microRNA 103a-2"
"window_1126567","chr20",5940000,5950000,10001,"*",71,28.1746031746032,"window_1126567","51605",5937228,5950558,13331,"-",0,"inside",557,"TRMT6","tRNA methyltransferase 6"
"window_1126567.1","chr20",5940000,5950000,10001,"*",71,28.1746031746032,"window_1126567","84515",5950652,5998977,48326,"+",651,"upstream",651,"MCM8","minichromosome maintenance 8 homologous recombination repair factor"
"window_1126567.2","chr20",5940000,5950000,10001,"*",71,28.1746031746032,"window_1126567","54675",5950949,6040053,89105,"+",948,"upstream",948,"CRLS1","cardiolipin synthase 1"
"window_1134291","chr20",25250000,25260000,10001,"*",71,28.1746031746032,"window_1134291","5834",25248085,25298012,49928,"+",0,"inside",1914,"PYGB","glycogen phosphorylase B"
"window_1136883","chr20",31730000,31740000,10001,"*",71,28.1746031746032,"window_1136883","22974",31739271,31801805,62535,"+",0,"overlapStart",0,"TPX2","TPX2 microtubule nucleation factor"
"window_1137296","chr20",32762500,32772500,10001,"*",71,28.1746031746032,"window_1137296","1789",32762385,32809356,46972,"+",0,"inside",114,"DNMT3B","DNA methyltransferase 3 beta"
"window_1137314","chr20",32807500,32817500,10001,"*",71,28.1746031746032,"window_1137314","22919",32819954,32850405,30452,"+",2453,"upstream",2453,"MAPRE1","microtubule associated protein RP/EB family member 1"
"window_1137547","chr20",33390000,33400000,10001,"*",71,28.1746031746032,"window_1137547","51654",33358839,33401561,42723,"-",0,"inside",1560,"CDK5RAP1","CDK5 regulatory subunit associated protein 1"
"window_1137677","chr20",33715000,33725000,10001,"*",71,28.1746031746032,"window_1137677","11264",33702758,33720319,17562,"-",0,"overlapStart",0,"PXMP4","peroxisomal membrane protein 4"
"window_1138373","chr20",35455000,35465000,10001,"*",71,28.1746031746032,"window_1138373","8200",35433347,35454746,21400,"-",253,"upstream",253,"GDF5","growth differentiation factor 5"
"window_1138373.1","chr20",35455000,35465000,10001,"*",71,28.1746031746032,"window_1138373","11190",35455164,35519280,64117,"+",0,"overlapStart",0,"CEP250","centrosomal protein 250"
"window_1138373.2","chr20",35455000,35465000,10001,"*",71,28.1746031746032,"window_1138373","100302125",35453954,35454097,144,"-",902,"upstream",902,"MIR1289-1","microRNA 1289-1"
"window_1138969","chr20",36945000,36955000,10001,"*",71,28.1746031746032,"window_1138969","25939",36889773,36951901,62129,"-",0,"overlapStart",0,"SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"window_1141603","chr20",43530000,43540000,10001,"*",71,28.1746031746032,"window_1141603","10110",43540171,43588237,48067,"+",170,"upstream",170,"SGK2","serum/glucocorticoid regulated kinase 2"
"window_1142088","chr20",44742500,44752500,10001,"*",71,28.1746031746032,"window_1142088","60598",44745865,44752313,6449,"+",0,"includeFeature",0,"KCNK15","potassium two pore domain channel subfamily K member 15"
"window_1142088.1","chr20",44742500,44752500,10001,"*",71,28.1746031746032,"window_1142088","106144538",44694892,44746021,51130,"-",0,"overlapStart",0,"KCNK15-AS1","KCNK15 and WISP2 antisense RNA 1"
"window_1142333","chr20",45355000,45365000,10001,"*",71,28.1746031746032,"window_1142333","90196",45361937,45376798,14862,"+",0,"overlapStart",0,"SYS1","SYS1 golgi trafficking protein"
"window_1142333.1","chr20",45355000,45365000,10001,"*",71,28.1746031746032,"window_1142333","767557",45363200,45410610,47411,"+",0,"overlapStart",0,"SYS1-DBNDD2","SYS1-DBNDD2 readthrough (NMD candidate)"
"window_1142639","chr20",46120000,46130000,10001,"*",71,28.1746031746032,"window_1142639","958",46118278,46129863,11586,"+",0,"overlapEnd",1721,"CD40","CD40 molecule"
"window_1146839","chr20",56620000,56630000,10001,"*",71,28.1746031746032,"window_1146839","7022",56629306,56639283,9978,"+",0,"overlapStart",0,"TFAP2C","transcription factor AP-2 gamma"
"window_1147647","chr20",58640000,58650000,10001,"*",71,28.1746031746032,"window_1147647","8675",58651253,58679526,28274,"+",1252,"upstream",1252,"STX16","syntaxin 16"
"window_1147647.1","chr20",58640000,58650000,10001,"*",71,28.1746031746032,"window_1147647","100534593",58651272,58715410,64139,"+",1271,"upstream",1271,"STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate)"
"window_1148165","chr20",59935000,59945000,10001,"*",71,28.1746031746032,"window_1148165","10388",59863564,59933655,70092,"-",1344,"upstream",1344,"SYCP2","synaptonemal complex protein 2"
"window_1148165.1","chr20",59935000,59945000,10001,"*",71,28.1746031746032,"window_1148165","63939",59933764,59948680,14917,"+",0,"inside",1235,"FAM217B","family with sequence similarity 217 member B"
"window_1148165.2","chr20",59935000,59945000,10001,"*",71,28.1746031746032,"window_1148165","5509",59936663,59940305,3643,"-",0,"includeFeature",0,"PPP1R3D","protein phosphatase 1 regulatory subunit 3D"
"window_1149155","chr20",62410000,62420000,10001,"*",71,28.1746031746032,"window_1149155","81928",62388632,62407285,18654,"-",2714,"upstream",2714,"CABLES2","Cdk5 and Abl enzyme substrate 2"
"window_1149637","chr20",63615000,63625000,10001,"*",71,28.1746031746032,"window_1149637","26205",63587602,63627101,39500,"-",0,"inside",2100,"GMEB2","glucocorticoid modulatory element binding protein 2"
"window_1149637.1","chr20",63615000,63625000,10001,"*",71,28.1746031746032,"window_1149637","100505771",63627227,63628824,1598,"+",2226,"upstream",2226,"MHENCR","melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489"
